2026-02-12;15:00;Kontrollør2
2026-02-12;15:15;Kontrollør2
2026-02-12;15:30;Kontrollør2
2026-02-13;08:45;Kontrollør1
2026-02-13;09:00;Kontrollør1
2026-02-13;09:15;Kontrollør1
2026-02-13;09:30;Kontrollør1
2026-02-13;09:45;Kontrollør1
2026-02-13;10:00;Kontrollør1
2026-02-13;10:15;Kontrollør1
2026-02-13;10:30;Kontrollør1
2026-02-13;10:45;Kontrollør1
2026-02-13;12:00;Kontrollør1
2026-02-13;12:15;Kontrollør1
2026-02-13;12:30;Kontrollør1
2026-02-13;08:45;Kontrollør2
2026-02-13;09:00;Kontrollør2
2026-02-13;09:15;Kontrollør2
2026-02-13;09:30;Kontrollør2
2026-02-13;09:45;Kontrollør2
2026-02-13;10:00;Kontrollør2
2026-02-13;10:15;Kontrollør2
2026-02-13;10:30;Kontrollør2
2026-02-13;10:45;Kontrollør2
2026-02-13;12:00;Kontrollør2
2026-02-13;12:15;Kontrollør2
2026-02-13;12:30;Kontrollør2
2026-02-13;12:45;Kontrollør2
2026-02-13;13:00;Kontrollør2
2026-02-13;13:15;Kontrollør2
2026-02-13;13:30;Kontrollør2
2026-02-13;13:45;Kontrollør2
2026-02-13;14:00;Kontrollør2
2026-02-13;14:15;Kontrollør2
2026-02-13;14:30;Kontrollør2
2026-02-13;14:45;Kontrollør2
2026-02-13;15:00;Kontrollør2
2026-02-13;15:15;Kontrollør2
2026-02-13;15:30;Kontrollør2
